0.000000000000000000e+00,-1.977738712891580064e-07,4.977954241941648806e-07,1.221176806480194454e-07
5.000000000000000104e-03,-1.175459804993707336e-03,-1.197141429755251441e-03,1.599528621316613627e-03
1.000000000000000021e-02,-4.397895491388213729e-03,-1.879936297092140406e-03,1.933891018291980426e-03
1.499999999999999944e-02,-7.496811541877600876e-03,-2.138699001701605852e-03,2.018496218114044019e-03
2.000000000000000042e-02,-9.516644369443407608e-03,-2.160603402939780589e-03,1.945349583394150126e-03
2.500000000000000139e-02,-1.736556113270943530e-02,-1.437021493862660967e-02,-2.469032409311139147e-03
2.999999999999999889e-02,-2.388882215634070827e-02,-4.599034426710676277e-02,-1.438246581952042254e-02
3.500000000000000333e-02,-2.995516648287957495e-02,-9.325850438237801021e-02,-3.209919307135376820e-02
4.000000000000000083e-02,-3.346303249572197408e-02,-1.328915172379104281e-01,-4.691592207842162909e-02
4.499999999999999833e-02,-3.361237199494252620e-02,-1.474598070077694223e-01,-5.238266846214493372e-02
5.000000000000000278e-02,-3.584020421527073924e-02,-1.652787488991711295e-01,-5.902018620814983296e-02
5.500000000000000028e-02,-4.017001554063861363e-02,-1.932410888390524439e-01,-6.934746506508611408e-02
5.999999999999999778e-02,-4.309005973175326909e-02,-2.132773024904083825e-01,-7.670482454365462610e-02
6.500000000000000222e-02,-4.276555198411137459e-02,-2.102316639188254455e-01,-7.552533490453589016e-02
7.000000000000000666e-02,-4.432096575848367553e-02,-2.133292624580624131e-01,-7.665244082538859305e-02
7.499999999999999722e-02,-4.771114775774423084e-02,-2.295306271990265046e-01,-8.262463608697215300e-02
8.000000000000000167e-02,-4.940444053396179230e-02,-2.403905935021311557e-01,-8.662596640101245804e-02
8.500000000000000611e-02,-4.765249152573322600e-02,-2.302628279848060455e-01,-8.288863120259294670e-02
8.999999999999999667e-02,-4.792538095164023543e-02,-2.280643413445261058e-01,-8.211880363886295275e-02
9.500000000000000111e-02,-5.031305864219286217e-02,-2.404052328017721174e-01,-8.671455828258139986e-02
1.000000000000000056e-01,-5.121967389385626013e-02,-2.484422883408266003e-01,-8.971195112835819718e-02
1.049999999999999961e-01,-4.882814497472028753e-02,-2.361992069315737020e-01,-8.522186813708501618e-02
1.100000000000000006e-01,-4.878023854403576443e-02,-2.325083313027770660e-01,-8.391313221752411122e-02
1.150000000000000050e-01,-5.113061398971360805e-02,-2.438497652194778209e-01,-8.813746365382432724e-02
1.199999999999999956e-01,-5.209162810514653824e-02,-2.511819659482792400e-01,-9.086490080802425706e-02
1.250000000000000000e-01,-5.014239585918039976e-02,-2.385713792544729428e-01,-8.632508673637737107e-02
1.300000000000000044e-01,-5.152553270395843904e-02,-2.354568627032402883e-01,-8.563823183454231935e-02
1.350000000000000089e-01,-5.577058388735852551e-02,-2.480149063087429551e-01,-9.083437908779579129e-02
1.400000000000000133e-01,-5.786635713836954520e-02,-2.562410437925529139e-01,-9.416818585059300029e-02
1.449999999999999900e-01,-5.625261066570277912e-02,-2.437935124843803592e-01,-8.970131243790492592e-02
1.499999999999999944e-01,-5.918868326981043676e-02,-2.415853487900309071e-01,-8.986300792737582366e-02
1.549999999999999989e-01,-6.584652621486847268e-02,-2.558212209475148047e-01,-9.646744225741657464e-02
1.600000000000000033e-01,-6.922254862379698115e-02,-2.651567434602984941e-01,-1.005961490990413959e-01
1.650000000000000078e-01,-6.637026671031701075e-02,-2.521123174103111486e-01,-9.549414023430291554e-02
1.700000000000000122e-01,-6.758454524253079687e-02,-2.484635334705534992e-01,-9.461187314153531036e-02
1.750000000000000167e-01,-7.291871189967487343e-02,-2.612527935590597261e-01,-1.003190006151186975e-01
1.799999999999999933e-01,-7.519452920127436824e-02,-2.693437965611789053e-01,-1.036916910031201317e-01
1.849999999999999978e-01,-7.116782162060684980e-02,-2.552157527155692329e-01,-9.785840139675651417e-02
1.900000000000000022e-01,-7.140849904894788769e-02,-2.506903554174064741e-01,-9.639486837846431011e-02
1.950000000000000067e-01,-7.601616413084916202e-02,-2.628289677553021786e-01,-1.017069939752887620e-01
2.000000000000000111e-01,-7.767291857359373553e-02,-2.704652619089814580e-01,-1.047953370219761871e-01
2.050000000000000155e-01,-7.304246318248953929e-02,-2.560304396463693455e-01,-9.872576402436611387e-02
2.099999999999999922e-01,-7.288047079297646502e-02,-2.513166901058873082e-01,-9.711360431334764565e-02
2.149999999999999967e-01,-7.729412064854949971e-02,-2.633511643262204105e-01,-1.023631657503723813e-01
2.200000000000000011e-01,-7.882342720604806896e-02,-2.709308582949346289e-01,-1.054054415461760930e-01
2.250000000000000056e-01,-7.403448469082007932e-02,-2.564561057068967531e-01,-9.926433910348880785e-02
2.300000000000000100e-01,-7.385532113843112922e-02,-2.517361532163083782e-01,-9.761648000459771657e-02
2.350000000000000144e-01,-7.838722056399802240e-02,-2.637916747609916346e-01,-1.028729484576410419e-01
2.399999999999999911e-01,-8.002171178621854397e-02,-2.713920525734926370e-01,-1.059165847049981374e-01
2.449999999999999956e-01,-7.515519755295514692e-02,-2.568867885139561880e-01,-9.970715924934026031e-02
2.500000000000000000e-01,-7.480961898420443457e-02,-2.520537138212266548e-01,-9.791104749152577946e-02
2.550000000000000044e-01,-7.918254170420635507e-02,-2.639547982613035249e-01,-1.030139188881635942e-01
2.600000000000000089e-01,-8.071610648944890776e-02,-2.714400597778673374e-01,-1.059524344811061669e-01
2.650000000000000133e-01,-7.586435797800691883e-02,-2.569257501224428974e-01,-9.974872096568973556e-02
2.700000000000000178e-01,-7.568166318361771450e-02,-2.521997714380095346e-01,-9.804993373697605541e-02
2.750000000000000222e-01,-8.028294226818105672e-02,-2.642603617673398020e-01,-1.032889087364238234e-01
2.800000000000000266e-01,-8.195329448873242550e-02,-2.718750129009828154e-01,-1.063275118688272458e-01
2.850000000000000311e-01,-7.707103473707976882e-02,-2.574096464298903930e-01,-1.001481098799372749e-01
2.899999999999999800e-01,-7.691301581448709013e-02,-2.527339992599395568e-01,-9.848321400874007758e-02
2.949999999999999845e-01,-8.162261682559857068e-02,-2.648661122259231560e-01,-1.037813176744974142e-01
2.999999999999999889e-01,-8.335341189584169475e-02,-2.725262934881443888e-01,-1.068546907748791075e-01
3.049999999999999933e-01,-7.832866097344495793e-02,-2.580140092633744775e-01,-1.006208703756048539e-01
3.099999999999999978e-01,-7.793500232687464169e-02,-2.532126122437399207e-01,-9.881914799103382052e-02
3.150000000000000022e-01,-8.242108697361216763e-02,-2.651934126152395432e-01,-1.039648970512797865e-01
3.200000000000000067e-01,-8.400115545722315613e-02,-2.727369505545640394e-01,-1.069392074647381174e-01
3.250000000000000111e-01,-7.902821564086104367e-02,-2.582172131119191416e-01,-1.007372756564125088e-01
3.300000000000000155e-01,-7.901434521252925780e-02,-2.536280926073395947e-01,-9.917722389971662944e-02
3.350000000000000200e-01,-8.402777947903555811e-02,-2.659492163477085724e-01,-1.046490704317862980e-01
3.400000000000000244e-01,-8.593057364669197395e-02,-2.737533253616370454e-01,-1.078476092516185841e-01
3.450000000000000289e-01,-8.078156638405281642e-02,-2.592324741365958918e-01,-1.015947624385791226e-01
3.500000000000000333e-01,-8.038147795190164757e-02,-2.544541543158827523e-01,-9.981392216742512868e-02
3.549999999999999822e-01,-8.502695342671764966e-02,-2.665306217507174003e-01,-1.050452606923595045e-01
3.599999999999999867e-01,-8.667997545208490362e-02,-2.741314845605031802e-01,-1.080658639899024498e-01
3.649999999999999911e-01,-8.146288898122938660e-02,-2.595107179196446401e-01,-1.017679026126735720e-01
3.699999999999999956e-01,-8.117292545786657099e-02,-2.547689633582014279e-01,-1.000521762218954253e-01
3.750000000000000000e-01,-8.600546933748084988e-02,-2.669605465623383078e-01,-1.053994957084680578e-01
3.800000000000000044e-01,-8.776683591221631775e-02,-2.746583281566931101e-01,-1.085053956154438670e-01
3.850000000000000089e-01,-8.250650801892581154e-02,-2.600533812129036115e-01,-1.022188730957546421e-01
3.900000000000000133e-01,-8.222471565049094266e-02,-2.553380453769331648e-01,-1.005295488657917680e-01
3.950000000000000178e-01,-8.714588361934474947e-02,-2.675890351463376393e-01,-1.059323963870112129e-01
4.000000000000000222e-01,-8.895709591466907651e-02,-2.753236495931571937e-01,-1.090694395814759132e-01
4.050000000000000266e-01,-8.363080736322497932e-02,-2.606862027702962492e-01,-1.027538434883508850e-01
4.100000000000000311e-01,-8.334540290150599384e-02,-2.559599806394766697e-01,-1.010602550089360896e-01
4.150000000000000355e-01,-8.834187697649151239e-02,-2.682416343111014845e-01,-1.064960433617516550e-01
4.199999999999999845e-01,-9.018860628100813792e-02,-2.759933501198565953e-01,-1.096491784120614404e-01
4.249999999999999889e-01,-8.470973292318596803e-02,-2.612843577150546492e-01,-1.032625697259940134e-01
4.299999999999999933e-01,-8.415718655405314552e-02,-2.564081890674971831e-01,-1.014119507629157174e-01
4.349999999999999978e-01,-8.888347598390758386e-02,-2.685170840183546126e-01,-1.066752330366374235e-01
4.400000000000000022e-01,-9.054940436831254713e-02,-2.761378157683960222e-01,-1.097156159918892260e-01
4.450000000000000067e-01,-8.512937123711064591e-02,-2.614171979358526077e-01,-1.033628964900530217e-01
4.500000000000000111e-01,-8.497510459128441995e-02,-2.567541447250180631e-01,-1.017682234880529502e-01
4.550000000000000155e-01,-9.024959952323019508e-02,-2.692080176314690099e-01,-1.073847287371737652e-01
4.600000000000000200e-01,-9.226090379780221840e-02,-2.770928254186292294e-01,-1.106595807306576251e-01
4.650000000000000244e-01,-8.676399401418688484e-02,-2.623994008096022235e-01,-1.042893535624745682e-01
4.700000000000000289e-01,-8.646382143376073193e-02,-2.576686170099300455e-01,-1.026097975606165558e-01
4.750000000000000333e-01,-9.166854279562516861e-02,-2.700576228380084931e-01,-1.081652347085053228e-01
4.799999999999999822e-01,-9.361595982359260937e-02,-2.778719971436792169e-01,-1.113792217400437490e-01
4.849999999999999867e-01,-8.791497525078514896e-02,-2.630462285924610732e-01,-1.048845722277512993e-01
4.899999999999999911e-01,-8.729986157930620660e-02,-2.581156554903468736e-01,-1.030034807350517639e-01
4.949999999999999956e-01,-9.218106932394788677e-02,-2.702877360438095122e-01,-1.083492648530503949e-01
5.000000000000000000e-01,-9.390635220448584342e-02,-2.779414960746436902e-01,-1.114246749714890711e-01
5.050000000000000044e-01,-8.824471434889616384e-02,-2.630971138947726384e-01,-1.049604974446024519e-01
5.100000000000000089e-01,-8.800632217888013087e-02,-2.583770789873354179e-01,-1.033374554998114508e-01
5.150000000000000133e-01,-9.341161576879117301e-02,-2.708892870133120523e-01,-1.090397533101911814e-01
5.200000000000000178e-01,-9.547036059421366849e-02,-2.788060114403118628e-01,-1.123544200860414344e-01
5.250000000000000222e-01,-8.966372765617987295e-02,-2.639649320777975872e-01,-1.058358659952920861e-01
5.300000000000000266e-01,-8.902945350225680010e-02,-2.590417110052286587e-01,-1.039705970048743766e-01
5.350000000000000311e-01,-9.402755046747618417e-02,-2.712800651553527453e-01,-1.093955898847273484e-01
5.400000000000000355e-01,-9.582043379041779718e-02,-2.789745431033238132e-01,-1.125120552894152415e-01
5.450000000000000400e-01,-8.997286915359012371e-02,-2.640410648578208619e-01,-1.059484769229627199e-01
5.500000000000000444e-01,-8.946717950900251459e-02,-2.591591399269019824e-01,-1.041584682639776632e-01
5.550000000000000488e-01,-9.465344658871745198e-02,-2.715072897584253075e-01,-1.097087899945102252e-01
5.600000000000000533e-01,-9.656631684575667229e-02,-2.792976410721893510e-01,-1.129169352427517869e-01
5.650000000000000577e-01,-9.078327205247078979e-02,-2.644238398340463814e-01,-1.064068812411184534e-01
5.700000000000000622e-01,-9.054509509154173852e-02,-2.597102663128199040e-01,-1.048071949931453084e-01
5.750000000000000666e-01,-9.613984102614683835e-02,-2.723151790348384282e-01,-1.106327011417769651e-01
5.799999999999999600e-01,-9.830669784034973269e-02,-2.802886619705732274e-01,-1.140108094468282457e-01
5.849999999999999645e-01,-9.233492003867455056e-02,-2.653587625652308324e-01,-1.073913038137510045e-01
5.899999999999999689e-01,-9.165451281742886813e-02,-2.603909421396805035e-01,-1.055012004798272091e-01
5.949999999999999734e-01,-9.678787126614502023e-02,-2.726755611711334515e-01,-1.110087977764242784e-01
5.999999999999999778e-01,-9.864170348348789974e-02,-2.803958799622568443e-01,-1.141630199315410432e-01
6.049999999999999822e-01,-9.259805225930724248e-02,-2.653641415492340450e-01,-1.074880891096122865e-01
6.099999999999999867e-01,-9.201246853004241277e-02,-2.604310992294176508e-01,-1.056686216596974537e-01
6.149999999999999911e-01,-9.729865551866492823e-02,-2.728167599875620519e-01,-1.112977089937847580e-01
6.199999999999999956e-01,-9.925218968042007206e-02,-2.806279813911269350e-01,-1.145405725716893419e-01
6.250000000000000000e-01,-9.319942383234673666e-02,-2.656312570667348494e-01,-1.078843865103190497e-01
