time,r_gripper_vel_norm
3.018000000000000238e+00,4.820678752807894957e-02
3.019000000000000128e+00,4.529580025718125957e-02
3.020000000000000018e+00,4.276338233084835821e-02
3.020999999999999908e+00,4.056418964673993988e-02
3.022000000000000242e+00,3.748415708388347367e-02
3.023000000000000131e+00,3.472805516006968740e-02
3.024000000000000021e+00,3.221799068042671688e-02
3.024999999999999911e+00,2.991948953901133260e-02
3.026000000000000245e+00,2.780416430979700676e-02
3.027000000000000135e+00,2.585072617223970956e-02
3.028000000000000025e+00,2.404325722693854278e-02
3.028999999999999915e+00,2.236897039751567506e-02
3.030000000000000249e+00,2.081844516338094211e-02
3.031000000000000139e+00,1.938434479407983094e-02
3.032000000000000028e+00,1.806083023165645438e-02
3.032999999999999918e+00,1.684318426386087822e-02
3.034000000000000252e+00,1.572742975540419169e-02
3.035000000000000142e+00,1.471006901611679810e-02
3.036000000000000032e+00,1.378774472306760861e-02
3.036999999999999922e+00,1.295704119535264452e-02
3.038000000000000256e+00,1.221413926182922036e-02
3.039000000000000146e+00,1.155481842999103552e-02
3.040000000000000036e+00,1.097374681307783720e-02
3.040999999999999925e+00,1.046482046599902724e-02
3.042000000000000259e+00,1.002392070333947560e-02
3.043000000000000149e+00,9.648170284301154850e-03
3.044000000000000039e+00,9.333427122589731811e-03
3.044999999999999929e+00,9.075474734929788942e-03
3.046000000000000263e+00,8.869716809660855433e-03
3.047000000000000153e+00,8.710510977607492655e-03
3.048000000000000043e+00,8.592342417886247516e-03
3.048999999999999932e+00,8.509688979003690243e-03
3.050000000000000266e+00,8.457149046958507138e-03
3.051000000000000156e+00,8.429546483454137401e-03
3.052000000000000046e+00,8.421988665430745272e-03
3.052999999999999936e+00,8.430151687141238318e-03
3.054000000000000270e+00,8.450099497237913149e-03
3.055000000000000160e+00,8.478362950033487347e-03
3.056000000000000050e+00,8.511940179407618060e-03
3.056999999999999940e+00,8.548263519743857716e-03
3.058000000000000274e+00,8.585162262832764582e-03
3.059000000000000163e+00,8.620790454863230118e-03
3.060000000000000053e+00,8.653751573502253824e-03
3.060999999999999943e+00,8.682869667078743983e-03
3.062000000000000277e+00,5.246536517249057383e-03
3.063000000000000167e+00,6.028473662619388516e-03
3.064000000000000057e+00,1.322035507989431473e-02
3.064999999999999947e+00,2.422822825939097841e-02
3.066000000000000281e+00,3.855674080614524685e-02
3.067000000000000171e+00,5.603520450668364461e-02
3.068000000000000060e+00,7.639210627637492423e-02
3.068999999999999950e+00,9.922954892980173636e-02
3.070000000000000284e+00,1.240482641667816355e-01
3.071000000000000174e+00,1.502752088827777333e-01
3.072000000000000064e+00,1.772724820787657252e-01
3.072999999999999954e+00,2.043690705375104111e-01
3.073999999999999844e+00,2.308757835378588974e-01
3.075000000000000178e+00,2.560977019980437142e-01
3.076000000000000068e+00,2.793439523039752959e-01
3.076999999999999957e+00,2.999343750080477045e-01
3.077999999999999847e+00,3.172110341845800763e-01
3.079000000000000181e+00,3.305410883034379799e-01
3.080000000000000071e+00,3.393065379526601366e-01
3.080999999999999961e+00,3.429174752575980811e-01
3.081999999999999851e+00,3.427198630863542150e-01
3.083000000000000185e+00,3.408650864235820421e-01
3.084000000000000075e+00,3.390993602260946593e-01
3.084999999999999964e+00,3.386094902226149395e-01
3.085999999999999854e+00,3.401367135931653296e-01
3.087000000000000188e+00,3.440660190659680095e-01
3.088000000000000078e+00,3.505003727881103592e-01
3.088999999999999968e+00,3.593218258842417190e-01
3.089999999999999858e+00,3.702416080226464401e-01
3.091000000000000192e+00,3.828411729860567436e-01
3.092000000000000082e+00,3.966058041752249519e-01
3.092999999999999972e+00,4.109520838450665403e-01
3.093999999999999861e+00,4.252502778741721334e-01
3.095000000000000195e+00,4.388424222408024433e-01
3.096000000000000085e+00,4.510568515398402645e-01
3.096999999999999975e+00,4.612196592845921872e-01
3.097999999999999865e+00,4.686637389411768551e-01
3.099000000000000199e+00,4.727357129508502620e-01
3.100000000000000089e+00,4.728013346576056541e-01
3.100999999999999979e+00,4.682496253642968176e-01
3.101999999999999869e+00,4.604017565136588885e-01
3.103000000000000203e+00,4.513778924967100092e-01
3.104000000000000092e+00,4.428976102159815631e-01
3.104999999999999982e+00,4.361217247733750191e-01
3.105999999999999872e+00,4.317671083926522546e-01
3.107000000000000206e+00,4.301961082138992531e-01
3.108000000000000096e+00,4.314905502044328323e-01
3.108999999999999986e+00,4.355128333233043714e-01
3.109999999999999876e+00,4.419555408981671318e-01
3.111000000000000210e+00,4.503820458164270457e-01
3.112000000000000099e+00,4.602597869729458391e-01
3.112999999999999989e+00,4.709874540805897847e-01
3.113999999999999879e+00,4.819172984016556471e-01
3.115000000000000213e+00,4.923733026047851236e-01
3.116000000000000103e+00,5.016658355303369454e-01
3.116999999999999993e+00,5.091033450238310332e-01
3.117999999999999883e+00,5.140015621908807786e-01
3.119000000000000217e+00,5.156906369657071609e-01
3.120000000000000107e+00,5.135207103885631730e-01
3.120999999999999996e+00,5.068661473905518022e-01
3.121999999999999886e+00,4.970398097682122707e-01
3.123000000000000220e+00,4.861545239547209185e-01
3.124000000000000110e+00,4.759258516266324235e-01
3.125000000000000000e+00,4.675099552716574514e-01
3.125999999999999890e+00,4.616191127853914722e-01
3.127000000000000224e+00,4.586109289631687957e-01
3.128000000000000114e+00,4.585624922051755870e-01
3.129000000000000004e+00,4.613312248346186917e-01
3.129999999999999893e+00,4.666045569997655518e-01
3.131000000000000227e+00,4.739404520581935176e-01
3.132000000000000117e+00,4.828005680348496087e-01
3.133000000000000007e+00,4.925774923371706304e-01
3.133999999999999897e+00,5.026170618972579662e-01
3.135000000000000231e+00,5.122365913549526972e-01
3.136000000000000121e+00,5.207396367624034239e-01
3.137000000000000011e+00,5.274277815092260902e-01
3.137999999999999901e+00,5.316099409480571358e-01
3.139000000000000234e+00,5.326096130244336591e-01
3.140000000000000124e+00,5.297704605124828880e-01
