1.612647809712323688e-01,-1.093000507435175406e+00,-8.117079449264508195e-01,6.860752094748729935e-01,-1.017012695379418685e-01,2.899785405046934050e-02,3.194267165013701115e-01,1.086826377553112621e+00,4.847606268202525048e-01,2.747734554953058073e+00,-1.493991934636859642e-01,-3.943766358552903695e-01,4.141368155645923088e-01,-3.340110404149045920e-01,3.132062847573831299e-02,1.043297170283446623e-01,5.956373226020000161e-02,-1.683938943944144062e-01,6.434781794457124227e-02,-5.635478523514645018e-03,1.206118399216832143e-01,-3.177137253434944054e-03
1.477115173166574646e-01,-1.072969143834461070e+00,-8.055180618965467332e-01,6.435085144280641156e-01,-8.220299918118241511e-02,2.563812615114325483e-02,3.018529348233408571e-01,1.060554591534102586e+00,4.798379707222564239e-01,2.724654944891231612e+00,-1.441358709742638355e-01,-3.885260670851530818e-01,3.895393392883410577e-01,-3.296551896582239349e-01,2.953518888416386406e-02,1.026203848139078112e-01,5.846289960156320076e-02,-1.602518711147372377e-01,6.144880279592155464e-02,-5.372149139620726981e-03,1.170391791059839093e-01,-3.226665924807027054e-03
1.335709382375225573e-01,-1.061040025761783356e+00,-8.068379485232335391e-01,6.129400280659615952e-01,-6.360380656676140054e-02,2.073741144612218854e-02,2.846679415690607229e-01,1.045025707802299086e+00,4.766452028096147542e-01,2.710659454004742841e+00,-1.367712024133908022e-01,-3.858318196982867265e-01,3.642388777740950268e-01,-3.280355814855439034e-01,2.688242192312563505e-02,1.016321519129237544e-01,5.790284096223839022e-02,-1.521781588897081761e-01,5.980909902532358102e-02,-5.339130793461118948e-03,1.140819245091497236e-01,-3.268470154263902316e-03
1.192917860954545717e-01,-1.051064203480775117e+00,-8.102988084963673732e-01,5.855161391395302672e-01,-4.482327961663168381e-02,1.509111506641006017e-02,2.676010460158073645e-01,1.032609470018115649e+00,4.736467251544064228e-01,2.698389693654080101e+00,-1.282127421447419313e-01,-3.841074342131054475e-01,3.384858784750031657e-01,-3.271219064726097470e-01,2.396544022198135448e-02,1.008265981424233959e-01,5.749182296371237871e-02,-1.440153977444837696e-01,5.855509502520182818e-02,-5.388209288611995988e-03,1.112894134352754305e-01,-3.304467998025878255e-03
1.050411656569879837e-01,-1.042698903778777275e+00,-8.152895805777866656e-01,5.610420941922770188e-01,-2.632400382753062595e-02,9.030304122137719491e-03,2.508179797461286276e-01,1.022747860005982057e+00,4.708478534655734515e-01,2.687381639589719207e+00,-1.189811810901810624e-01,-3.831167239997815832e-01,3.126423040415682308e-01,-3.267519197773557371e-01,2.086299863688891726e-02,1.001666525786916451e-01,5.719667499297577395e-02,-1.358809669990641844e-01,5.763105448569366684e-02,-5.504535284640430653e-03,1.086536674680236569e-01,-3.335058196607471308e-03
9.094762823658511519e-02,-1.035833143489030217e+00,-8.214559595746414589e-01,5.396097504554627777e-01,-8.515193378782398570e-03,2.801930725194405614e-03,2.344630064024162130e-01,1.015177806377141501e+00,4.682808661308755505e-01,2.677381939047820403e+00,-1.094624293323779168e-01,-3.827206448351975210e-01,2.870051937540418208e-01,-3.268449493394960936e-01,1.762183528304102353e-02,9.963541594531871715e-02,5.700080272888915361e-02,-1.278749793017244785e-01,5.701372602915270871e-02,-5.679259960235457858e-03,1.061780730698820563e-01,-3.360595280288769266e-03
7.711512158446699738e-02,-1.030293232534441827e+00,-8.284341870435001365e-01,5.211426778086387657e-01,8.288499371224014589e-03,-3.374701894304558275e-03,2.186423629319287354e-01,1.009573804604142033e+00,4.659691262946014101e-01,2.668164603831647330e+00,-1.000065580599500126e-01,-3.827754630088494037e-01,2.618093683276832007e-01,-3.273102482629777765e-01,1.428967374082649663e-02,9.921260919636400166e-02,5.688498696978994823e-02,-1.200747871379546639e-01,5.666999581068707381e-02,-5.902873833492338837e-03,1.038595075503276483e-01,-3.381435858519285954e-03
6.362733416971519396e-02,-1.025896134221036426e+00,-8.358949508377095938e-01,5.054837533248104364e-01,2.384832409416687282e-02,-9.312871030603110667e-03,2.034357874016272660e-01,1.005608875562739923e+00,4.639354406645553319e-01,2.659561668298263459e+00,-9.091698136482737058e-02,-3.831487812753881506e-01,2.372406397239081588e-01,-3.280624000666739204e-01,1.091093144166675397e-02,9.887875737999930748e-02,5.683074730095593469e-02,-1.125405312890478959e-01,5.656424391603309676e-02,-6.166171014385638319e-03,1.016924119472253502e-01,-3.397922367098330735e-03
5.054938726262246662e-02,-1.022464135790191575e+00,-8.435485336046246729e-01,4.924375377721007530e-01,3.798738627071920892e-02,-1.485773677150217104e-02,1.889001378054924463e-01,1.002975757309213511e+00,4.621994518640354377e-01,2.651446871261455840e+00,-8.244928752835561925e-02,-3.837233894082749397e-01,2.134425654472204836e-01,-3.290241445695538114e-01,7.525142272426853934e-03,9.861594822344434130e-02,5.682111986057211683e-02,-1.053177127257335921e-01,5.666154751625398361e-02,-6.460695940080628599e-03,9.966987257540990686e-02,-3.410378935480916189e-03
3.793095433984262910e-02,-1.019830885752137428e+00,-8.511445019207199980e-01,4.817921176480394196e-01,5.057701014420866448e-02,-1.988172048183767943e-02,1.750742894587389575e-01,1.001393964335231423e+00,4.607787676051033343e-01,2.643728828173114387e+00,-7.481724403657695477e-02,-3.843971336622389323e-01,1.905240451624557740e-01,-3.301271554702747135e-01,4.166809183590280616e-03,9.840812683712998887e-02,5.684089344249567549e-02,-9.844011545948073982e-02,5.692901702679047798e-02,-6.778861520511679506e-03,9.778441031477247414e-02,-3.419110222752422355e-03
