1.882232417735801871e-07,3.469351143538091223e-07,-1.362733597253555765e-07
2.324205710448457637e-03,6.971496775699297316e-04,6.859147985409736132e-04
4.484688874176712484e-03,1.390121167325639694e-03,1.169228501753272198e-03
6.484132804713807832e-03,2.065946071590691636e-03,1.531361458514316539e-03
8.322167868907517224e-03,2.719722480251787929e-03,1.796912488544816049e-03
1.000059292568623512e-02,3.347493001492942918e-03,1.985593342184240051e-03
1.152305729136036960e-02,3.945861790983867974e-03,2.114315649657825223e-03
1.289461537043614693e-02,4.512044768772471674e-03,2.197057710821456906e-03
1.412139180367195934e-02,5.043863491838503077e-03,2.245094001501250509e-03
1.521030047696998559e-02,5.539700769161410611e-03,2.267290773715415885e-03
1.616882221931986024e-02,5.998446370198359974e-03,2.270411385222728673e-03
1.700482336532306918e-02,6.419450853898345417e-03,2.259486350619616460e-03
1.772640625933038713e-02,6.802462648155714435e-03,2.238067382626753900e-03
1.834179026477370314e-02,7.147579199208269063e-03,2.208566861903186324e-03
1.885921246035104221e-02,7.455195191258983875e-03,2.172452338864433539e-03
1.928684786509489088e-02,7.725958145357500126e-03,2.130469383617057243e-03
1.963274276270876931e-02,7.960725145034305839e-03,2.082800333729989493e-03
1.990476389305794944e-02,8.160530884504574659e-03,2.029222648257089732e-03
2.011055775634127546e-02,8.326546367117233088e-03,1.969218054524683823e-03
2.025752155144248945e-02,8.460058224250423253e-03,1.902073720381486453e-03
2.035277401699998878e-02,8.562438057477639308e-03,1.826966517157846241e-03
2.032878293093103722e-02,8.084288904366233180e-03,1.716098518526986642e-03
2.020088265482080508e-02,7.553660044568180111e-03,1.604879520461022398e-03
1.987043483205442121e-02,6.777912775675492239e-03,1.496203328944268728e-03
1.928009574994634864e-02,5.622311725158317570e-03,1.392816888035899002e-03
1.840482014171898259e-02,3.999833243571044791e-03,1.297626245873277108e-03
1.724432682193885111e-02,1.863885855964774125e-03,1.213374921373958819e-03
1.581697520591149667e-02,-7.981368816107824952e-04,1.142417242046073677e-03
1.415477773112869264e-02,-3.970417712959170391e-03,1.086466262296598411e-03
1.229946050301894411e-02,-7.613702907867155555e-03,1.047089266826468435e-03
1.029923231395094008e-02,-1.166938712884306797e-02,1.024984773518911735e-03
8.206307712541167920e-03,-1.606320249157006455e-02,1.020306835578757131e-03
6.074956846423461981e-03,-2.070837300150479496e-02,1.032658559797363512e-03
3.960017917160378598e-03,-2.550831376271896905e-02,1.061144955968994913e-03
1.915779122651298672e-03,-3.035894767369546124e-02,1.104429069101719660e-03
-4.838450298261633489e-06,-3.515068594882180680e-02,1.160746343362897837e-03
-1.750857547996559783e-03,-3.977010833594994688e-02,1.227954381117038821e-03
-3.273628763325917880e-03,-4.410138609941786914e-02,1.303534795647997430e-03
-4.527075330131893373e-03,-4.802748768785498890e-02,1.384686086487070533e-03
-5.467826952880830947e-03,-5.143118006535338238e-02,1.468270572014502423e-03
-6.055265043632872268e-03,-5.419588059380554823e-02,1.550948081364231235e-03
-6.266878208012434566e-03,-5.623359705354331189e-02,1.622111496179141910e-03
-6.184129537314479383e-03,-5.762690050733002695e-02,1.685542875630365034e-03
-6.008378056218732777e-03,-5.868160633035080648e-02,1.737787343995506745e-03
-5.879991523526538304e-03,-5.962828317549607321e-02,1.778527325597117209e-03
-5.890595520910577032e-03,-6.063719049529747718e-02,1.809127856885969082e-03
-6.093354516832078481e-03,-6.182697413495026606e-02,1.832154560286975570e-03
-6.511497413139950841e-03,-6.327236947109855791e-02,1.850074254965416998e-03
-7.145107097093514152e-03,-6.501123750243685551e-02,1.866028955908843878e-03
-7.977068286216460608e-03,-6.705060335198703703e-02,1.879625137614096553e-03
-8.976975460854569669e-03,-6.937101561143321771e-02,1.898093030838567813e-03
-1.010552416979683399e-02,-7.193207984905364283e-02,1.922797153092750677e-03
-1.131714601523314129e-02,-7.467564487848098176e-02,1.954610534218564205e-03
-1.256230035872879860e-02,-7.752937180627755831e-02,1.993956201754003982e-03
-1.378929171654346905e-02,-8.040962336317426795e-02,2.040665887965260883e-03
-1.494566170011295270e-02,-8.322392900702120511e-02,2.093997581071142811e-03
-1.597924357554280847e-02,-8.587306040446128497e-02,2.152720604936066845e-03
-1.683894985969949798e-02,-8.825288933040786876e-02,2.215017682863126836e-03
-1.747535537661862315e-02,-9.025590410679411313e-02,2.278544962627134657e-03
-1.784108963042323540e-02,-9.177252849272271584e-02,2.340448886206488582e-03
-1.789109876698688137e-02,-9.269217597019573096e-02,2.397494303141910893e-03
-1.759867682466094777e-02,-9.293151165026583560e-02,2.439053760100010765e-03
-1.704236091483898180e-02,-9.257711204209786993e-02,2.469891617273987233e-03
