2.640915796622588796e-01,-1.121492811369185993e+00,-7.985545505920714771e-01,7.067175211844377580e-01,-1.257394425145260952e-01,3.061271720228411070e-02,2.087624768451160906e-01,1.105951150929602500e+00,4.753733013595508039e-01,2.732471232581076936e+00,-1.497378284695308759e-01,-3.972729781553271944e-01,4.089278531866620825e-01,-3.342697108702036290e-01,3.137165863773518776e-02,1.044024389146029491e-01,5.943067596642152839e-02,-1.988781904557807012e-01,2.561391151663590035e-02,8.171235288412109082e-03,1.595988750087100616e-01,-3.451028339467744361e-03
2.510125086823490337e-01,-1.100736755499556407e+00,-7.918741471954948707e-01,6.645575470206641633e-01,-1.065664496974700060e-01,2.693228354844581784e-02,1.912534756429102312e-01,1.079866139139876502e+00,4.703922790002527110e-01,2.708612720633947202e+00,-1.443956816707221424e-01,-3.916334235092064353e-01,3.848302950646896869e-01,-3.298109582144391760e-01,2.956841422778643674e-02,1.026610298286999845e-01,5.831729869872908506e-02,-1.909735116117853293e-01,2.372823316855464729e-02,8.116589887717493706e-03,1.560143008920649721e-01,-3.467306291467897855e-03
2.369659115762692558e-01,-1.088544522086224653e+00,-7.932367246150866524e-01,6.339255988030449984e-01,-8.791831688374919518e-02,2.172553106165675194e-02,1.744758624744653652e-01,1.064645100976514991e+00,4.670924745933160427e-01,2.695028110138635302e+00,-1.369045221612052443e-01,-3.892161972609127774e-01,3.600507363019869733e-01,-3.282200014171050562e-01,2.693147036424478266e-02,1.016817513895628550e-01,5.776265812047955139e-02,-1.835410942119730937e-01,2.283780690426948784e-02,7.766097310988212196e-03,1.534815917477711233e-01,-3.477836451590837416e-03
2.225757892630123025e-01,-1.078332139709383908e+00,-7.967918139606265937e-01,6.065099103384072876e-01,-6.906660692236964161e-02,1.578522849557791041e-02,1.580244712841689103e-01,1.052545295970821915e+00,4.638309927684973744e-01,2.682722880971073032e+00,-1.281318125573285005e-01,-3.877491859051942491e-01,3.348381975072525218e-01,-3.273175566855188734e-01,2.402752197698916972e-02,1.008802891334359825e-01,5.735629921146193771e-02,-1.761267377095738496e-01,2.229400200050431907e-02,7.286637262800069355e-03,1.512086981054496237e-01,-3.485109448961526499e-03
2.080535192223942342e-01,-1.069779934880049632e+00,-8.019456826412864059e-01,5.820621185894148120e-01,-5.045770006629174409e-02,9.444151927655228262e-03,1.420083806151364036e-01,1.043005649438498716e+00,4.606784458570044594e-01,2.671478676496664484e+00,-1.186311604924968205e-01,-3.870017159094548131e-01,3.095375331891415116e-01,-3.269573262304607542e-01,2.093781453699363262e-02,1.002242406855790163e-01,5.706678747255857637e-02,-1.688108061451296105e-01,2.204115505778961315e-02,6.705152010134182369e-03,1.491584306884160827e-01,-3.489753109106201890e-03
1.935453614770892561e-01,-1.062746069244306035e+00,-8.083119389275711386e-01,5.606319748160356609e-01,-3.250448398566475883e-02,2.960137544812942861e-03,1.265403974912880369e-01,1.035727104646501529e+00,4.576898598423198017e-01,2.661076179234241224e+00,-1.088156363661425680e-01,-3.868219443397403756e-01,2.844291151983390220e-01,-3.270519943043865285e-01,1.771124055824483540e-02,9.969493648690676280e-02,5.687564005330231209e-02,-1.616649709193078988e-01,2.205206171318869687e-02,6.039342755549350142e-03,1.473108402577489040e-01,-3.492283233929998742e-03
1.791779888208792082e-01,-1.057057518031734977e+00,-8.155230252918945766e-01,5.421438773559196234e-01,-1.552646026393042500e-02,-3.445423550820409658e-03,1.116959518835821952e-01,1.030383658055737284e+00,4.549121339706018730e-01,2.651340364473428579e+00,-9.904726812467874730e-02,-3.870650908322224582e-01,2.597364371458423804e-01,-3.275136406879204931e-01,1.439473487920226932e-02,9.927278141513068421e-02,5.676385388241824564e-02,-1.547430203815932381e-01,2.229508520236684124e-02,5.306236091725213995e-03,1.456438786659407236e-01,-3.493146983316449457e-03
1.650602239355443424e-01,-1.052532820058418306e+00,-8.232464350517058049e-01,5.264529149002120656e-01,2.285133199574074236e-04,-9.585628396478446112e-03,9.752507418146072471e-02,1.026653646245802687e+00,4.523879021918365551e-01,2.642139795543570369e+00,-8.963855569984863214e-02,-3.875996077909583670e-01,2.356375194948338858e-01,-3.282596724812256728e-01,1.103150169932416713e-02,9.893897586216049422e-02,5.671331623578746567e-02,-1.480856935171938893e-01,2.273764050864894234e-02,4.521624687618033822e-03,1.441360085348140918e-01,-3.492720847894451204e-03
1.512830416316743865e-01,-1.048989299165197675e+00,-8.311824309186454096e-01,5.133647826366325440e-01,1.457716882296040961e-02,-1.530449505086217687e-02,8.405578009700631625e-02,1.024226060696250773e+00,4.501521982963376245e-01,2.633372282458668057e+00,-8.085337152066311706e-02,-3.883067923556088319e-01,2.122705036882223395e-01,-3.292130142658856173e-01,7.660670120198400344e-03,9.867557644462275623e-02,5.670694950553342023e-02,-1.417222258152984748e-01,2.334730921789210725e-02,3.699922642318566410e-03,1.427662809666788157e-01,-3.491314170213631520e-03
1.379216971007090620e-01,-1.046263720312451184e+00,-8.390785689114099721e-01,5.026761619883779453e-01,2.738252922580150517e-02,-2.047544749746561463e-02,7.130144129478871440e-02,1.022826390844783440e+00,4.482402290601702477e-01,2.624986953759901986e+00,-7.291371726079674820e-02,-3.890869560332325117e-01,1.897416227618899109e-01,-3.303083166187395503e-01,4.316207105479085392e-03,9.846731690533479242e-02,5.672994051667987897e-02,-1.356745073306982463e-01,2.409414774459670699e-02,2.853835706505806428e-03,1.415169660052347789e-01,-3.489172961804698405e-03
