time,r_gripper_vel_norm
4.336999999999999744e+00,7.299044439856585645e-06
4.338000000000000078e+00,7.272627065982111695e-06
4.339000000000000412e+00,7.246682874582000500e-06
4.339999999999999858e+00,7.221323497679778463e-06
4.341000000000000192e+00,7.196570506260870269e-06
4.342000000000000526e+00,7.172375440179649748e-06
4.342999999999999972e+00,7.148853664639561455e-06
4.344000000000000306e+00,7.125858757319313668e-06
4.344999999999999751e+00,7.103490406112950123e-06
4.346000000000000085e+00,7.081807267623393276e-06
4.347000000000000419e+00,7.060634459290456449e-06
4.347999999999999865e+00,7.040429954890659794e-06
4.349000000000000199e+00,7.020827504714659917e-06
4.350000000000000533e+00,7.001861545101762100e-06
4.350999999999999979e+00,6.983458349999497746e-06
4.352000000000000313e+00,6.965742928823514168e-06
4.352999999999999758e+00,6.948701929239159509e-06
4.354000000000000092e+00,6.932573841219095020e-06
4.355000000000000426e+00,6.917078276978861545e-06
4.355999999999999872e+00,6.902375948857624852e-06
4.357000000000000206e+00,6.888222282391795627e-06
4.357999999999999652e+00,6.874859609958407977e-06
4.358999999999999986e+00,6.862071345614286549e-06
4.360000000000000320e+00,6.849685847213441976e-06
4.360999999999999766e+00,6.838481792104456801e-06
4.362000000000000099e+00,6.827822031767617745e-06
4.363000000000000433e+00,6.817872460356496713e-06
4.363999999999999879e+00,6.808759290989057776e-06
4.365000000000000213e+00,6.800202438167805990e-06
4.365999999999999659e+00,6.792541013934481678e-06
4.366999999999999993e+00,6.785385363047206656e-06
4.368000000000000327e+00,6.779143979894916992e-06
4.368999999999999773e+00,6.773479908643632376e-06
4.370000000000000107e+00,6.768488270094361679e-06
4.371000000000000441e+00,6.764263804202560482e-06
4.371999999999999886e+00,6.760806153630441867e-06
4.373000000000000220e+00,6.758344953842172739e-06
4.373999999999999666e+00,6.756602443130395957e-06
4.375000000000000000e+00,6.755560566048126353e-06
4.376000000000000334e+00,6.758347635166487133e-06
4.376999999999999780e+00,6.760634668003968443e-06
4.378000000000000114e+00,6.763442751938687079e-06
4.379000000000000448e+00,6.766543037880409095e-06
4.379999999999999893e+00,6.770121908348667609e-06
4.381000000000000227e+00,6.774539626335341679e-06
4.381999999999999673e+00,6.779480284104517202e-06
4.383000000000000007e+00,6.785165708815455953e-06
4.384000000000000341e+00,6.791900192063217449e-06
4.384999999999999787e+00,6.799398429045516781e-06
4.386000000000000121e+00,6.807771547915479648e-06
4.387000000000000455e+00,6.817261337902020394e-06
4.387999999999999901e+00,6.827469700495919210e-06
4.389000000000000234e+00,6.838606818221062901e-06
4.389999999999999680e+00,6.851026349603709077e-06
4.391000000000000014e+00,6.864060007139276292e-06
4.392000000000000348e+00,6.876224545431771561e-06
4.392999999999999794e+00,6.887413433654490747e-06
4.394000000000000128e+00,6.898116638593131934e-06
4.395000000000000462e+00,6.908140573786446042e-06
4.395999999999999908e+00,6.917639657840237860e-06
4.397000000000000242e+00,6.926451318971785122e-06
4.397999999999999687e+00,6.934979136280573107e-06
4.399000000000000021e+00,6.943314169784697380e-06
