1.713449739307294772e-02,-5.236548546080763838e-02,2.970256578027204442e-01
1.713464007232981534e-02,-5.236551473705205323e-02,2.970260565991262314e-01
1.713492349753495750e-02,-5.236554798053653231e-02,2.970267313962762779e-01
1.713533762507149852e-02,-5.236556136912847575e-02,2.970276422039875297e-01
1.713586736876238428e-02,-5.236554596935785733e-02,2.970287297466178145e-01
1.713650083849790548e-02,-5.236548047856599830e-02,2.970299473301466486e-01
1.713722476140196530e-02,-5.236535717521518390e-02,2.970312765034499591e-01
1.713802472049043638e-02,-5.236516788228800373e-02,2.970326358863509819e-01
1.713889085039158044e-02,-5.236491507621274938e-02,2.970340774525447314e-01
1.713981056827885638e-02,-5.236459301113583625e-02,2.970355168845996707e-01
1.714077214830200119e-02,-5.236419045422905511e-02,2.970370328687327866e-01
1.714177137745881430e-02,-5.236372266758042293e-02,2.970385239851771608e-01
1.714279828124980892e-02,-5.236318061198814988e-02,2.970400525208329312e-01
1.714385004542455168e-02,-5.236257408040573963e-02,2.970415756011564601e-01
1.714492089013846393e-02,-5.236190371155338003e-02,2.970431104674391976e-01
1.714601133637261993e-02,-5.236117330027184602e-02,2.970446735863759291e-01
1.714712100924832561e-02,-5.236038939031664730e-02,2.970462223913975519e-01
1.714825228583487585e-02,-5.235955434321981627e-02,2.970477591166955089e-01
1.714941083761470711e-02,-5.235867255226311218e-02,2.970492716196890814e-01
1.715060310544433766e-02,-5.235775201252248351e-02,2.970507774408659984e-01
1.715183726910911310e-02,-5.235679557455481803e-02,2.970522652526398355e-01
1.715312658291391970e-02,-5.235581248446691954e-02,2.970536675520321634e-01
1.715448777364550481e-02,-5.235480106849913634e-02,2.970550769564446192e-01
1.715591897705744454e-02,-5.235377740392308660e-02,2.970563755109399406e-01
1.715742470611655163e-02,-5.235274633732135002e-02,2.970576376524534656e-01
1.715899454758652506e-02,-5.235173081802917822e-02,2.970587880813436721e-01
1.716062096862413372e-02,-5.235073968857793109e-02,2.970598995932505759e-01
1.716229452411784095e-02,-5.234978895995527626e-02,2.970608956487211794e-01
1.716400164376738827e-02,-5.234890161564259570e-02,2.970618331209032292e-01
1.716572874633112006e-02,-5.234808386444821104e-02,2.970626950416543344e-01
1.716746762123706749e-02,-5.234735436007433712e-02,2.970634938404956293e-01
1.716920067996425062e-02,-5.234672601125184288e-02,2.970642124718168020e-01
1.717092097087764141e-02,-5.234620473808780650e-02,2.970648042936517297e-01
1.717261852843753045e-02,-5.234580064088226875e-02,2.970653869724850793e-01
1.717428465208265670e-02,-5.234552151208164000e-02,2.970658849708645022e-01
1.717592128504045676e-02,-5.234536658360634115e-02,2.970662829004529493e-01
1.717752040927834206e-02,-5.234533319075586333e-02,2.970666401215986685e-01
1.717908374401902818e-02,-5.234542175295247429e-02,2.970669573625966398e-01
1.718061792378921399e-02,-5.234561878461522350e-02,2.970672207663033748e-01
1.718212840687104864e-02,-5.234591082119841726e-02,2.970674319430157140e-01
1.718362603075095432e-02,-5.234629657179057372e-02,2.970675783761393407e-01
1.718511493706232490e-02,-5.234674521908241202e-02,2.970677229028010902e-01
1.718660700482035897e-02,-5.234725706773034337e-02,2.970678082794108166e-01
1.718810709885494614e-02,-5.234781336715443878e-02,2.970678636757275171e-01
1.718961831110240798e-02,-5.234841088201899750e-02,2.970679187890526984e-01
1.719113369482106607e-02,-5.234904411041561845e-02,2.970679565623360885e-01
1.719265068226980692e-02,-5.234971772678397028e-02,2.970679455212204001e-01
1.719415611428590229e-02,-5.235043136898974436e-02,2.970678993588827255e-01
1.719564254360381877e-02,-5.235119556101285043e-02,2.970678609911972523e-01
1.719710051163539366e-02,-5.235201365165571830e-02,2.970677543255437203e-01
1.719852000925078256e-02,-5.235289108750933174e-02,2.970676672540932262e-01
1.719989051879652203e-02,-5.235383167837411728e-02,2.970675389777633346e-01
1.720120471361438405e-02,-5.235484845294777201e-02,2.970673985282388241e-01
1.720245330854224333e-02,-5.235593294377383078e-02,2.970672155272334747e-01
1.720363616389924619e-02,-5.235709610660664592e-02,2.970670199019787017e-01
1.720474921266232013e-02,-5.235833835065454439e-02,2.970668120303208148e-01
1.720579273234540407e-02,-5.235964651149262877e-02,2.970665928614495965e-01
1.720676951001713986e-02,-5.236102187272877878e-02,2.970663041613977318e-01
1.720768557449510808e-02,-5.236245964330291797e-02,2.970660374534136450e-01
1.720855036133359453e-02,-5.236394420633488922e-02,2.970657502573851305e-01
1.720937588454394054e-02,-5.236545663374260473e-02,2.970654609517329736e-01
1.721016943807067781e-02,-5.236699763031155141e-02,2.970651581843421485e-01
1.721094233558921605e-02,-5.236853879557575725e-02,2.970648446639977402e-01
1.721170431162379055e-02,-5.237008210080280890e-02,2.970645354930378512e-01
1.721245654870159555e-02,-5.237161445039922175e-02,2.970642451284199459e-01
1.721319759711628303e-02,-5.237313900296233782e-02,2.970639428328338272e-01
1.721392171707864308e-02,-5.237466148416618922e-02,2.970636129512942980e-01
1.721462118897468252e-02,-5.237617559647039789e-02,2.970633282500454442e-01
1.721528867307326946e-02,-5.237770070596740879e-02,2.970630128386985702e-01
1.721591174125917945e-02,-5.237924170438822830e-02,2.970626803404993743e-01
1.721648689967755080e-02,-5.238080102572799379e-02,2.970623441051746805e-01
1.721700260440004251e-02,-5.238238774302240303e-02,2.970619737060261056e-01
1.721745182208984579e-02,-5.238401185368864177e-02,2.970616428924915953e-01
1.721782933755837755e-02,-5.238567357431009319e-02,2.970612619212281147e-01
1.721813183635821295e-02,-5.238738149136284300e-02,2.970608901943599389e-01
1.721835889253870225e-02,-5.238913342242466908e-02,2.970605134058247332e-01
1.721850962265558671e-02,-5.239092784726066127e-02,2.970601174278785228e-01
1.721858939837254271e-02,-5.239276019098922793e-02,2.970596887424417076e-01
1.721860452588675275e-02,-5.239462658635122422e-02,2.970593036306291568e-01
1.721856691668323391e-02,-5.239651253541968007e-02,2.970588899421280904e-01
1.721848647962702719e-02,-5.239841104381263992e-02,2.970584655995324730e-01
1.721837176452889820e-02,-5.240030864602459454e-02,2.970580187648921844e-01
1.721823918241098886e-02,-5.240219010631726182e-02,2.970576265777093439e-01
1.721809507730127572e-02,-5.240404603317860149e-02,2.970572146492412857e-01
1.721794199392079686e-02,-5.240587885972165100e-02,2.970567970755783604e-01
1.721777866168459556e-02,-5.240768548671350530e-02,2.970564026839464522e-01
1.721760096981788876e-02,-5.240946514007514823e-02,2.970560003832071194e-01
1.721740091582095109e-02,-5.241122978963569379e-02,2.970555884069893127e-01
1.721717219410253547e-02,-5.241298157148344822e-02,2.970552099994052675e-01
1.721690515954349757e-02,-5.241473991553486506e-02,2.970548039175006649e-01
1.721659094183182123e-02,-5.241649754330377636e-02,2.970543835376909247e-01
1.721622303922314481e-02,-5.241827487038984434e-02,2.970539325182752211e-01
1.721579193000592062e-02,-5.242007508715908898e-02,2.970535247077511487e-01
1.721529648372123120e-02,-5.242189883066455253e-02,2.970530850602910444e-01
1.721472923075756389e-02,-5.242375836136368983e-02,2.970526729057756388e-01
1.721409326582256857e-02,-5.242565259925873605e-02,2.970521990293108483e-01
1.721338749627546877e-02,-5.242757669628037021e-02,2.970517235461804795e-01
1.721261693831620254e-02,-5.242953062594987723e-02,2.970512774424776126e-01
1.721178960311410544e-02,-5.243150649931662549e-02,2.970508026508953403e-01
1.721091490249855929e-02,-5.243350166385959271e-02,2.970503311556734194e-01
1.721000796486386528e-02,-5.243549147826586515e-02,2.970498651057179584e-01
1.720907368095232412e-02,-5.243747427103855052e-02,2.970493781892080132e-01
1.720812918606398623e-02,-5.243943782039090645e-02,2.970489171892171654e-01
1.720718074717075483e-02,-5.244136678311404204e-02,2.970484372852425503e-01
1.720623532039643189e-02,-5.244326415497171934e-02,2.970479824150152326e-01
1.720528706667575486e-02,-5.244512958923719381e-02,2.970475362638639871e-01
1.720433355568428899e-02,-5.244696675382977402e-02,2.970470677442315077e-01
1.720336980233950000e-02,-5.244877709281068473e-02,2.970466346681590042e-01
1.720238434219879473e-02,-5.245058113821889773e-02,2.970461756228531258e-01
1.720137047704706212e-02,-5.245237276647976565e-02,2.970457187887408645e-01
